area,ethnic_group,value
Roslyn (Dunedin city),European or Other (including New Zealander),2770
Roslyn (Dunedin city),Maori,140
Roslyn (Dunedin city),Pacific,50
Roslyn (Dunedin city),Asian,350
Roslyn (Dunedin city),Middle Eastern/Latin American/African,40
North East Valley Chingford,"Total people, ethnic group",1730
North East Valley Chingford,European or Other (including New Zealander),1460
North East Valley Chingford,Maori,210
North East Valley Chingford,Pacific,70
North East Valley Chingford,Asian,130
North East Valley Chingford,Middle Eastern/Latin American/African,40
Roseneath-Sawyers Bay,"Total people, ethnic group",1500
Roseneath-Sawyers Bay,European or Other (including New Zealander),1430
Roseneath-Sawyers Bay,Maori,160
Roseneath-Sawyers Bay,Pacific,30
Roseneath-Sawyers Bay,Asian,40
Roseneath-Sawyers Bay,Middle Eastern/Latin American/African,10
Normanby,"Total people, ethnic group",1470
Normanby,European or Other (including New Zealander),1320
Normanby,Maori,130
Normanby,Pacific,30
Normanby,Asian,90
Normanby,Middle Eastern/Latin American/African,20
North East Valley Knox,"Total people, ethnic group",2700
North East Valley Knox,European or Other (including New Zealander),2060
North East Valley Knox,Maori,240
North East Valley Knox,Pacific,120
North East Valley Knox,Asian,450
North East Valley Knox,Middle Eastern/Latin American/African,90
Belleknowes,"Total people, ethnic group",2300
Belleknowes,European or Other (including New Zealander),1980
Belleknowes,Maori,150
Belleknowes,Pacific,50
Belleknowes,Asian,250
Belleknowes,Middle Eastern/Latin American/African,60
Gardens (Dunedin city),"Total people, ethnic group",4050
Gardens (Dunedin city),European or Other (including New Zealander),3270
Gardens (Dunedin city),Maori,440
Gardens (Dunedin city),Pacific,120
Gardens (Dunedin city),Asian,610
Gardens (Dunedin city),Middle Eastern/Latin American/African,90
Kenmure,"Total people, ethnic group",2000
Kenmure,European or Other (including New Zealander),1790
Kenmure,Maori,160
Kenmure,Pacific,50
Kenmure,Asian,160
Kenmure,Middle Eastern/Latin American/African,20
Campus West,"Total people, ethnic group",1880
Campus West,European or Other (including New Zealander),1290
Campus West,Maori,150
Campus West,Pacific,80
Campus West,Asian,470
Campus West,Middle Eastern/Latin American/African,60
Waldronville,"Total people, ethnic group",1340
Waldronville,European or Other (including New Zealander),1250
Waldronville,Maori,110
Waldronville,Pacific,10
Waldronville,Asian,70
Waldronville,Middle Eastern/Latin American/African,10
Green Island,"Total people, ethnic group",2390
Green Island,European or Other (including New Zealander),2210
Green Island,Maori,250
Green Island,Pacific,60
Green Island,Asian,80
Green Island,Middle Eastern/Latin American/African,40
Port Chalmers,"Total people, ethnic group",1460
Port Chalmers,European or Other (including New Zealander),1400
Port Chalmers,Maori,180
Port Chalmers,Pacific,30
Port Chalmers,Asian,40
Port Chalmers,Middle Eastern/Latin American/African,20
Royal Terrace,"Total people, ethnic group",1850
Royal Terrace,European or Other (including New Zealander),1270
Royal Terrace,Maori,160
Royal Terrace,Pacific,50
Royal Terrace,Asian,510
Royal Terrace,Middle Eastern/Latin American/African,50
Arthur Street,"Total people, ethnic group",1590
Arthur Street,European or Other (including New Zealander),1210
Arthur Street,Maori,130
Arthur Street,Pacific,70
Arthur Street,Asian,270
Arthur Street,Middle Eastern/Latin American/African,60
Opoho,"Total people, ethnic group",1290
Opoho,European or Other (including New Zealander),1160
Opoho,Maori,100
Opoho,Pacific,20
Opoho,Asian,90
Opoho,Middle Eastern/Latin American/African,30
Campus North,"Total people, ethnic group",2750
Campus North,European or Other (including New Zealander),2120
Campus North,Maori,260
Campus North,Pacific,120
Campus North,Asian,500
Campus North,Middle Eastern/Latin American/African,50
Campus South,"Total people, ethnic group",2210
Campus South,European or Other (including New Zealander),1520
Campus South,Maori,260
Campus South,Pacific,110
Campus South,Asian,560
Campus South,Middle Eastern/Latin American/African,40
Mornington,"Total people, ethnic group",2920
Mornington,European or Other (including New Zealander),2490
Mornington,Maori,360
Mornington,Pacific,130
Mornington,Asian,260
Mornington,Middle Eastern/Latin American/African,50
Dunedin Central,"Total people, ethnic group",2130
Dunedin Central,European or Other (including New Zealander),1490
Dunedin Central,Maori,190
Dunedin Central,Pacific,70
Dunedin Central,Asian,540
Dunedin Central,Middle Eastern/Latin American/African,60
Maryhill,"Total people, ethnic group",2370
Maryhill,European or Other (including New Zealander),2030
Maryhill,Maori,240
Maryhill,Pacific,140
Maryhill,Asian,210
Maryhill,Middle Eastern/Latin American/African,50
Ravensbourne-St Leonards,"Total people, ethnic group",1950
Ravensbourne-St Leonards,European or Other (including New Zealander),1800
Ravensbourne-St Leonards,Maori,180
Ravensbourne-St Leonards,Pacific,50
Ravensbourne-St Leonards,Asian,90
Ravensbourne-St Leonards,Middle Eastern/Latin American/African,20
Harbourside,"Total people, ethnic group",50
Harbourside,European or Other (including New Zealander),40
Harbourside,Maori,10
Harbourside,Pacific,0
Harbourside,Asian,10
Harbourside,Middle Eastern/Latin American/African,0
Fernhill,"Total people, ethnic group",1710
Fernhill,European or Other (including New Zealander),1170
Fernhill,Maori,160
Fernhill,Pacific,110
Fernhill,Asian,360
Fernhill,Middle Eastern/Latin American/African,60
Otago Peninsula,"Total people, ethnic group",880
Otago Peninsula,European or Other (including New Zealander),800
Otago Peninsula,Maori,150
Otago Peninsula,Pacific,10
Otago Peninsula,Asian,10
Otago Peninsula,Middle Eastern/Latin American/African,10
Concord,"Total people, ethnic group",1560
Concord,European or Other (including New Zealander),1380
Concord,Maori,190
Concord,Pacific,90
Concord,Asian,50
Concord,Middle Eastern/Latin American/African,50
Calton Hill,"Total people, ethnic group",1540
Calton Hill,European or Other (including New Zealander),1330
Calton Hill,Maori,210
Calton Hill,Pacific,120
Calton Hill,Asian,70
Calton Hill,Middle Eastern/Latin American/African,40
Caversham,"Total people, ethnic group",2330
Caversham,European or Other (including New Zealander),1900
Caversham,Maori,360
Caversham,Pacific,180
Caversham,Asian,140
Caversham,Middle Eastern/Latin American/African,30
Hillside-Portsmouth Drive,"Total people, ethnic group",100
Hillside-Portsmouth Drive,European or Other (including New Zealander),70
Hillside-Portsmouth Drive,Maori,20
Hillside-Portsmouth Drive,Pacific,10
Hillside-Portsmouth Drive,Asian,20
Hillside-Portsmouth Drive,Middle Eastern/Latin American/African,10
Kew (Dunedin city),"Total people, ethnic group",1790
Kew (Dunedin city),European or Other (including New Zealander),1570
Kew (Dunedin city),Maori,170
Kew (Dunedin city),Pacific,80
Kew (Dunedin city),Asian,130
Kew (Dunedin city),Middle Eastern/Latin American/African,20
Corstorphine,"Total people, ethnic group",1950
Corstorphine,European or Other (including New Zealander),1630
Corstorphine,Maori,230
Corstorphine,Pacific,140
Corstorphine,Asian,160
Corstorphine,Middle Eastern/Latin American/African,30
Forbury,"Total people, ethnic group",1370
Forbury,European or Other (including New Zealander),1100
Forbury,Maori,190
Forbury,Pacific,110
Forbury,Asian,110
Forbury,Middle Eastern/Latin American/African,30
Bathgate Park,"Total people, ethnic group",2500
Bathgate Park,European or Other (including New Zealander),1980
Bathgate Park,Maori,330
Bathgate Park,Pacific,170
Bathgate Park,Asian,240
Bathgate Park,Middle Eastern/Latin American/African,30
St Clair,"Total people, ethnic group",2440
St Clair,European or Other (including New Zealander),2240
St Clair,Maori,240
St Clair,Pacific,80
St Clair,Asian,120
St Clair,Middle Eastern/Latin American/African,30
Waverley,"Total people, ethnic group",2740
Waverley,European or Other (including New Zealander),2430
Waverley,Maori,190
Waverley,Pacific,50
Waverley,Asian,240
Waverley,Middle Eastern/Latin American/African,50
Macandrew Bay-Company Bay,"Total people, ethnic group",1620
Macandrew Bay-Company Bay,European or Other (including New Zealander),1530
Macandrew Bay-Company Bay,Maori,110
Macandrew Bay-Company Bay,Pacific,40
Macandrew Bay-Company Bay,Asian,70
Macandrew Bay-Company Bay,Middle Eastern/Latin American/African,20
Broad Bay-Portobello,"Total people, ethnic group",1190
Broad Bay-Portobello,European or Other (including New Zealander),1130
Broad Bay-Portobello,Maori,120
Broad Bay-Portobello,Pacific,30
Broad Bay-Portobello,Asian,40
Broad Bay-Portobello,Middle Eastern/Latin American/African,10
St Kilda South,"Total people, ethnic group",3060
St Kilda South,European or Other (including New Zealander),2620
St Kilda South,Maori,430
St Kilda South,Pacific,180
St Kilda South,Asian,210
St Kilda South,Middle Eastern/Latin American/African,30
Musselburgh,"Total people, ethnic group",1580
Musselburgh,European or Other (including New Zealander),1390
Musselburgh,Maori,150
Musselburgh,Pacific,60
Musselburgh,Asian,100
Musselburgh,Middle Eastern/Latin American/African,30
Shiel Hill,"Total people, ethnic group",1760
Shiel Hill,European or Other (including New Zealander),1450
Shiel Hill,Maori,120
Shiel Hill,Pacific,40
Shiel Hill,Asian,270
Shiel Hill,Middle Eastern/Latin American/African,40
St Kilda North,"Total people, ethnic group",2610
St Kilda North,European or Other (including New Zealander),2220
St Kilda North,Maori,260
St Kilda North,Pacific,140
St Kilda North,Asian,210
St Kilda North,Middle Eastern/Latin American/African,30
Andersons Bay,"Total people, ethnic group",2450
Andersons Bay,European or Other (including New Zealander),2270
Andersons Bay,Maori,200
Andersons Bay,Pacific,60
Andersons Bay,Asian,140
Andersons Bay,Middle Eastern/Latin American/African,40
Tainui,"Total people, ethnic group",2040
Tainui,European or Other (including New Zealander),1900
Tainui,Maori,180
Tainui,Pacific,70
Tainui,Asian,90
Tainui,Middle Eastern/Latin American/African,10
West Otago,"Total people, ethnic group",2330
West Otago,European or Other (including New Zealander),2150
West Otago,Maori,240
West Otago,Pacific,20
West Otago,Asian,70
West Otago,Middle Eastern/Latin American/African,10
Tuapeka,"Total people, ethnic group",1180
Tuapeka,European or Other (including New Zealander),1100
Tuapeka,Maori,180
Tuapeka,Pacific,10
Tuapeka,Asian,20
Tuapeka,Middle Eastern/Latin American/African,0
Clinton,"Total people, ethnic group",1270
Clinton,European or Other (including New Zealander),1130
Clinton,Maori,150
Clinton,Pacific,20
Clinton,Asian,70
Clinton,Middle Eastern/Latin American/African,20
Clutha Valley,"Total people, ethnic group",1660
Clutha Valley,European or Other (including New Zealander),1410
Clutha Valley,Maori,150
Clutha Valley,Pacific,30
Clutha Valley,Asian,140
Clutha Valley,Middle Eastern/Latin American/African,30
Bruce,"Total people, ethnic group",2290
Bruce,European or Other (including New Zealander),2100
Bruce,Maori,310
Bruce,Pacific,30
Bruce,Asian,40
Bruce,Middle Eastern/Latin American/African,10
Catlins,"Total people, ethnic group",1320
Catlins,European or Other (including New Zealander),1270
Catlins,Maori,110
Catlins,Pacific,10
Catlins,Asian,20
Catlins,Middle Eastern/Latin American/African,0
Milton,"Total people, ethnic group",2200
Milton,European or Other (including New Zealander),1940
Milton,Maori,400
Milton,Pacific,40
Milton,Asian,50
Milton,Middle Eastern/Latin American/African,10
Balclutha South,"Total people, ethnic group",2570
Balclutha South,European or Other (including New Zealander),2200
Balclutha South,Maori,320
Balclutha South,Pacific,90
Balclutha South,Asian,170
Balclutha South,Middle Eastern/Latin American/African,10
Balclutha North,"Total people, ethnic group",1620
Balclutha North,European or Other (including New Zealander),1460
Balclutha North,Maori,160
Balclutha North,Pacific,60
Balclutha North,Asian,50
Balclutha North,Middle Eastern/Latin American/African,0
Benhar-Stirling,"Total people, ethnic group",480
Benhar-Stirling,European or Other (including New Zealander),420
Benhar-Stirling,Maori,60
Benhar-Stirling,Pacific,30
Benhar-Stirling,Asian,10
Benhar-Stirling,Middle Eastern/Latin American/African,0
Kaitangata-Matau,"Total people, ethnic group",1120
Kaitangata-Matau,European or Other (including New Zealander),1010
Kaitangata-Matau,Maori,170
Kaitangata-Matau,Pacific,20
Kaitangata-Matau,Asian,50
Kaitangata-Matau,Middle Eastern/Latin American/African,0
Inlet Catlins,"Total people, ethnic group",0
Inlet Catlins,European or Other (including New Zealander),0
Inlet Catlins,Maori,0
Inlet Catlins,Pacific,0
Inlet Catlins,Asian,0
Inlet Catlins,Middle Eastern/Latin American/African,0
Fiordland,"Total people, ethnic group",120
Fiordland,European or Other (including New Zealander),90
Fiordland,Maori,10
Fiordland,Pacific,0
Fiordland,Asian,30
Fiordland,Middle Eastern/Latin American/African,0
Inlets Fiordland,"Total people, ethnic group",10
Inlets Fiordland,European or Other (including New Zealander),10
Inlets Fiordland,Maori,0
Inlets Fiordland,Pacific,0
Inlets Fiordland,Asian,0
Inlets Fiordland,Middle Eastern/Latin American/African,0
Inland water Lake Te Anau,"Total people, ethnic group",0
Inland water Lake Te Anau,European or Other (including New Zealander),0
Inland water Lake Te Anau,Maori,0
Inland water Lake Te Anau,Pacific,0
Inland water Lake Te Anau,Asian,0
Inland water Lake Te Anau,Middle Eastern/Latin American/African,0
Mararoa,"Total people, ethnic group",810
Mararoa,European or Other (including New Zealander),770
Mararoa,Maori,70
Mararoa,Pacific,0
Mararoa,Asian,10
Mararoa,Middle Eastern/Latin American/African,0
Inland water Lake Manapouri,"Total people, ethnic group",0
Inland water Lake Manapouri,European or Other (including New Zealander),0
Inland water Lake Manapouri,Maori,0
Inland water Lake Manapouri,Pacific,0
Inland water Lake Manapouri,Asian,0
Inland water Lake Manapouri,Middle Eastern/Latin American/African,0
Te Anau,"Total people, ethnic group",2630
Te Anau,European or Other (including New Zealander),2200
Te Anau,Maori,230
Te Anau,Pacific,30
Te Anau,Asian,320
Te Anau,Middle Eastern/Latin American/African,60
Whitestone,"Total people, ethnic group",630
Whitestone,European or Other (including New Zealander),620
Whitestone,Maori,60
Whitestone,Pacific,0
Whitestone,Asian,10
Whitestone,Middle Eastern/Latin American/African,0
Mossburn,"Total people, ethnic group",1260
Mossburn,European or Other (including New Zealander),1060
Mossburn,Maori,90
Mossburn,Pacific,10
Mossburn,Asian,140
Mossburn,Middle Eastern/Latin American/African,20
Inland water Lake Hauroko,"Total people, ethnic group",0
Inland water Lake Hauroko,European or Other (including New Zealander),0
Inland water Lake Hauroko,Maori,0
Inland water Lake Hauroko,Pacific,0
Inland water Lake Hauroko,Asian,0
Inland water Lake Hauroko,Middle Eastern/Latin American/African,0
Longwood Forest,"Total people, ethnic group",2060
Longwood Forest,European or Other (including New Zealander),1870
Longwood Forest,Maori,270
Longwood Forest,Pacific,30
Longwood Forest,Asian,100
Longwood Forest,Middle Eastern/Latin American/African,20
Ohai-Nightcaps,"Total people, ethnic group",1520
Ohai-Nightcaps,European or Other (including New Zealander),1250
Ohai-Nightcaps,Maori,290
Ohai-Nightcaps,Pacific,20
Ohai-Nightcaps,Asian,120
Ohai-Nightcaps,Middle Eastern/Latin American/African,10
Riversdale-Piano Flat,"Total people, ethnic group",1420
Riversdale-Piano Flat,European or Other (including New Zealander),1310
Riversdale-Piano Flat,Maori,150
Riversdale-Piano Flat,Pacific,20
